order_id,customer_id,product_id,order_date,quantity,order_value
50638,1223,111,2025-06-28,1,3499.0
50639,1223,113,2025-10-27,2,2998.0
50640,1224,104,2025-03-08,2,2598.0
50641,1224,111,2025-04-25,2,6998.0
50642,1224,108,2026-02-05,1,1999.0
50643,1225,116,2025-03-02,1,1299.0
50644,1225,101,2025-04-11,3,14997.0
50645,1225,104,2025-09-30,1,1299.0
50646,1225,115,2025-12-21,2,4998.0
50647,1226,106,2025-03-22,1,5999.0
50648,1227,110,2025-03-17,1,1199.0
50649,1227,105,2025-06-18,1,999.0
50650,1228,105,2025-03-23,1,999.0
50651,1229,111,2025-03-16,1,3499.0
50652,1229,105,2025-04-24,1,999.0
50653,1229,101,2025-05-11,2,9998.0
50654,1230,113,2025-03-22,2,2998.0
50655,1231,105,2025-03-28,1,999.0
50656,1231,105,2025-04-22,1,999.0
50657,1232,107,2025-03-15,2,3598.0
50658,1232,102,2025-11-06,1,2499.0
50659,1233,112,2025-03-28,2,5798.0
50660,1233,108,2025-04-05,2,3998.0
50661,1233,105,2025-05-10,3,2997.0
50662,1233,113,2025-12-29,2,2998.0
50663,1233,117,2026-05-18,2,1798.0
50664,1234,103,2025-03-04,1,1899.0
50665,1234,110,2025-04-02,2,2398.0
50666,1235,104,2025-04-01,1,1299.0
50667,1235,111,2025-04-20,1,3499.0
50668,1236,103,2025-03-07,2,3798.0
50669,1236,112,2025-05-18,2,5798.0
50670,1236,115,2025-06-20,1,2499.0
50671,1236,106,2026-01-22,1,5999.0
50672,1236,116,2026-04-26,1,1299.0
50673,1237,103,2025-03-20,1,1899.0
50674,1237,108,2025-04-18,1,1999.0
50675,1237,114,2025-07-28,2,3998.0
50676,1237,105,2025-11-17,2,1998.0
50677,1238,108,2025-03-13,1,1999.0
50678,1238,112,2025-05-31,1,2899.0
50679,1238,113,2025-10-02,2,2998.0
50680,1239,117,2025-03-27,2,1798.0
50681,1239,112,2025-04-25,3,8697.0
50682,1239,109,2026-01-01,1,2199.0
50683,1240,110,2025-03-27,1,1199.0
50684,1240,118,2025-04-18,2,1998.0
50685,1240,101,2025-06-19,1,4999.0
50686,1240,116,2025-08-21,2,2598.0
50687,1241,103,2025-03-29,2,3798.0
50688,1241,112,2025-04-15,1,2899.0
50689,1241,103,2025-09-30,1,1899.0
50690,1242,103,2025-03-28,2,3798.0
50691,1242,101,2025-04-18,2,9998.0
50692,1242,116,2025-04-19,1,1299.0
50693,1242,104,2025-05-03,2,2598.0
50694,1243,103,2025-04-11,1,1899.0
50695,1243,117,2025-05-22,2,1798.0
50696,1243,116,2025-09-23,1,1299.0
50697,1243,110,2026-01-01,1,1199.0
50698,1243,117,2026-01-22,2,1798.0
50699,1244,102,2025-04-28,2,4998.0
50700,1244,108,2025-08-01,1,1999.0
50701,1245,107,2025-04-21,2,3598.0
50702,1245,116,2025-05-12,1,1299.0
50703,1245,114,2025-09-09,1,1999.0
50704,1246,106,2025-04-17,1,5999.0
50705,1246,107,2025-05-16,1,1799.0
50706,1247,112,2025-04-11,1,2899.0
50707,1247,109,2025-05-05,1,2199.0
50708,1247,106,2025-07-30,2,11998.0
50709,1248,101,2025-04-14,1,4999.0
50710,1248,107,2025-05-14,1,1799.0
50711,1248,116,2025-08-31,1,1299.0
50712,1248,117,2026-04-24,1,899.0
50713,1249,109,2025-04-20,3,6597.0
50714,1250,113,2025-04-07,1,1499.0
50715,1250,107,2025-05-21,3,5397.0
50716,1250,101,2025-07-14,2,9998.0
50717,1250,101,2026-04-11,1,4999.0
50718,1251,106,2025-04-24,3,17997.0
50719,1251,108,2025-11-02,1,1999.0
50720,1252,105,2025-04-10,2,1998.0
50721,1252,116,2025-05-20,2,2598.0
50722,1252,109,2025-07-22,1,2199.0
50723,1252,114,2026-04-13,2,3998.0
50724,1253,101,2025-04-17,1,4999.0
50725,1253,107,2026-03-26,1,1799.0
50726,1254,118,2025-04-16,1,999.0
50727,1254,106,2025-12-10,2,11998.0
50728,1255,110,2025-04-08,1,1199.0
50729,1255,108,2025-05-10,1,1999.0
50730,1255,116,2026-03-12,1,1299.0
50731,1256,109,2025-04-30,1,2199.0
50732,1257,116,2025-04-01,1,1299.0
50733,1258,113,2025-04-16,1,1499.0
50734,1258,107,2025-06-01,1,1799.0
50735,1259,109,2025-04-11,1,2199.0
50736,1259,104,2025-05-18,1,1299.0
50737,1260,103,2025-05-01,2,3798.0
50738,1260,101,2025-12-05,1,4999.0
50739,1261,101,2025-04-26,1,4999.0
50740,1261,115,2025-08-20,1,2499.0
50741,1262,115,2025-04-23,1,2499.0
50742,1262,104,2025-05-03,1,1299.0
50743,1263,111,2025-04-11,1,3499.0
50744,1263,113,2025-11-08,2,2998.0
50745,1264,111,2025-04-17,1,3499.0
50746,1264,109,2025-09-15,1,2199.0
50747,1264,118,2025-12-17,1,999.0
50748,1265,110,2025-04-13,1,1199.0
50749,1265,102,2025-05-01,1,2499.0
50750,1265,117,2025-06-08,1,899.0
50751,1265,108,2025-08-29,1,1999.0
50752,1265,114,2025-09-27,3,5997.0
50753,1265,117,2025-12-09,1,899.0
50754,1265,111,2026-03-02,1,3499.0
50755,1266,107,2025-04-08,2,3598.0
50756,1266,117,2025-05-24,1,899.0
50757,1266,115,2026-03-10,1,2499.0
50758,1267,105,2025-04-08,1,999.0
50759,1267,113,2025-08-21,2,2998.0
50760,1268,107,2025-04-04,1,1799.0
50761,1269,113,2025-04-19,2,2998.0
50762,1269,101,2026-04-05,1,4999.0
50763,1270,109,2025-04-23,1,2199.0
50764,1270,115,2025-12-13,1,2499.0
50765,1271,114,2025-04-28,2,3998.0
50766,1271,105,2025-05-22,1,999.0
50767,1271,108,2025-07-23,2,3998.0
50768,1271,102,2025-09-07,1,2499.0
50769,1271,104,2026-05-11,2,2598.0
50770,1271,114,2026-05-28,1,1999.0
50771,1272,109,2025-04-05,1,2199.0
50772,1272,116,2025-05-04,1,1299.0
50773,1272,113,2025-06-14,1,1499.0
50774,1272,115,2025-08-31,2,4998.0
50775,1273,110,2025-04-12,1,1199.0
50776,1273,107,2025-08-05,1,1799.0
50777,1273,102,2026-05-03,1,2499.0
50778,1274,115,2025-04-13,1,2499.0
50779,1275,114,2025-04-30,1,1999.0
50780,1275,101,2025-06-23,2,9998.0
50781,1276,113,2025-04-25,3,4497.0
50782,1276,117,2025-06-04,1,899.0
50783,1276,115,2025-06-17,1,2499.0
50784,1276,113,2026-01-23,2,2998.0
50785,1277,112,2025-04-28,1,2899.0
50786,1277,117,2025-05-01,2,1798.0
50787,1277,103,2025-06-23,2,3798.0
50788,1277,112,2025-11-18,1,2899.0
50789,1278,108,2025-04-01,1,1999.0
50790,1278,101,2025-06-04,1,4999.0
50791,1278,117,2025-09-25,1,899.0
50792,1278,111,2025-10-09,1,3499.0
50793,1278,118,2026-02-22,1,999.0
50794,1279,112,2025-04-12,2,5798.0
50795,1279,104,2025-07-01,1,1299.0
50796,1279,118,2025-08-13,2,1998.0
50797,1280,112,2025-04-03,1,2899.0
50798,1280,109,2025-05-29,1,2199.0
50799,1280,108,2025-06-27,1,1999.0
50800,1280,109,2025-11-11,1,2199.0
50801,1281,112,2025-04-02,1,2899.0
50802,1281,113,2025-05-12,1,1499.0
50803,1281,113,2025-07-21,1,1499.0
50804,1281,115,2025-11-27,2,4998.0
50805,1281,107,2026-02-07,1,1799.0
50806,1282,108,2025-04-27,2,3998.0
50807,1282,105,2025-10-11,1,999.0
50808,1283,115,2025-04-07,1,2499.0
50809,1283,103,2025-07-01,2,3798.0
50810,1283,118,2025-07-20,1,999.0
50811,1283,111,2026-02-01,1,3499.0
50812,1284,110,2025-04-19,1,1199.0
50813,1284,110,2025-07-12,3,3597.0
50814,1285,112,2025-04-09,3,8697.0
50815,1285,116,2025-11-28,1,1299.0
50816,1285,116,2026-03-30,1,1299.0
50817,1286,117,2025-04-10,2,1798.0
50818,1286,106,2025-09-28,2,11998.0
50819,1286,113,2025-12-05,1,1499.0
50820,1287,113,2025-04-21,1,1499.0
50821,1287,117,2025-05-03,2,1798.0
50822,1287,110,2025-05-14,1,1199.0
50823,1288,103,2025-04-25,3,5697.0
50824,1288,116,2025-06-15,1,1299.0
50825,1289,106,2025-04-28,1,5999.0
50826,1289,107,2025-06-13,1,1799.0
50827,1289,101,2025-11-05,3,14997.0
50828,1289,113,2026-03-28,1,1499.0
50829,1290,118,2025-04-07,1,999.0
50830,1290,113,2025-12-29,1,1499.0
50831,1290,111,2026-01-30,2,6998.0
50832,1291,118,2025-05-02,1,999.0
50833,1291,108,2025-11-13,3,5997.0
50834,1291,117,2026-03-27,1,899.0
50835,1292,110,2025-04-22,1,1199.0
50836,1292,118,2026-02-25,1,999.0
50837,1293,113,2025-04-23,1,1499.0
50838,1293,115,2025-06-14,1,2499.0
50839,1293,105,2025-07-14,1,999.0
50840,1294,102,2025-04-21,1,2499.0
50841,1294,114,2025-10-06,1,1999.0
50842,1294,107,2025-12-03,2,3598.0
50843,1295,114,2025-04-24,1,1999.0
50844,1295,111,2026-01-06,1,3499.0
50845,1296,116,2025-04-25,1,1299.0
50846,1297,111,2025-04-04,1,3499.0
50847,1297,107,2025-07-07,2,3598.0
50848,1297,104,2025-09-20,1,1299.0
50849,1298,108,2025-04-04,1,1999.0
50850,1298,101,2025-10-12,1,4999.0
50851,1298,102,2026-01-28,2,4998.0
50852,1299,111,2025-04-14,1,3499.0
50853,1300,113,2025-04-17,1,1499.0
50854,1301,110,2025-04-28,1,1199.0
50855,1302,110,2025-04-19,1,1199.0
50856,1302,115,2025-05-15,1,2499.0
50857,1302,105,2026-03-30,1,999.0
50858,1303,106,2025-04-14,1,5999.0
50859,1303,104,2025-05-09,1,1299.0
50860,1303,106,2025-05-22,1,5999.0
50861,1303,105,2025-08-05,1,999.0
50862,1303,118,2025-08-30,3,2997.0
50863,1304,103,2025-04-08,1,1899.0
50864,1305,114,2025-04-25,1,1999.0
50865,1305,115,2025-06-12,2,4998.0
50866,1305,116,2025-07-11,2,2598.0
50867,1305,118,2025-10-02,1,999.0
50868,1305,108,2025-10-19,1,1999.0
50869,1306,105,2025-04-10,1,999.0
50870,1306,116,2025-05-01,3,3897.0
50871,1307,107,2025-05-02,2,3598.0
50872,1307,103,2025-05-23,1,1899.0
50873,1307,113,2025-06-28,2,2998.0
50874,1308,101,2025-04-17,1,4999.0
50875,1308,112,2025-06-28,1,2899.0
50876,1308,105,2026-02-13,1,999.0
50877,1309,108,2025-04-30,2,3998.0
50878,1309,112,2025-05-17,2,5798.0
50879,1309,105,2025-11-11,3,2997.0
50880,1309,113,2025-11-25,2,2998.0
50881,1309,109,2026-02-23,3,6597.0
50882,1310,110,2025-04-14,1,1199.0
50883,1310,117,2025-07-07,2,1798.0
50884,1311,116,2025-05-01,1,1299.0
50885,1311,110,2025-06-16,1,1199.0
50886,1311,109,2025-08-17,1,2199.0
50887,1311,117,2026-02-08,1,899.0
50888,1312,118,2025-04-30,3,2997.0
50889,1313,110,2025-04-28,1,1199.0
50890,1314,105,2025-04-21,1,999.0
50891,1314,101,2025-05-03,1,4999.0
50892,1315,115,2025-04-01,1,2499.0
50893,1315,104,2025-06-22,1,1299.0
50894,1316,109,2025-04-11,1,2199.0
50895,1316,105,2025-05-04,3,2997.0
50896,1316,104,2025-11-10,2,2598.0
50897,1316,110,2025-12-31,2,2398.0
50898,1317,103,2025-04-09,1,1899.0
50899,1317,113,2025-10-27,2,2998.0
50900,1317,104,2025-11-02,2,2598.0
50901,1318,108,2025-04-11,1,1999.0
50902,1318,108,2025-05-24,1,1999.0
50903,1318,103,2025-07-09,1,1899.0
50904,1319,101,2025-05-01,2,9998.0
50905,1319,109,2026-04-20,2,4398.0
50906,1320,113,2025-05-01,1,1499.0
50907,1320,108,2025-05-04,2,3998.0
50908,1320,109,2025-09-30,1,2199.0
50909,1320,110,2026-02-13,1,1199.0
50910,1321,105,2025-04-01,1,999.0
50911,1321,103,2025-05-24,2,3798.0
50912,1321,115,2025-09-12,1,2499.0
50913,1322,107,2025-04-05,1,1799.0
50914,1323,101,2025-04-16,1,4999.0
50915,1323,106,2025-05-24,1,5999.0
50916,1324,110,2025-04-26,1,1199.0
50917,1324,110,2025-05-28,1,1199.0
50918,1324,118,2025-06-10,3,2997.0
50919,1324,101,2025-09-03,2,9998.0
50920,1324,106,2025-09-03,2,11998.0
50921,1324,116,2026-01-24,1,1299.0
50922,1324,112,2026-05-31,1,2899.0
50923,1325,114,2025-04-19,1,1999.0
50924,1325,112,2026-01-07,1,2899.0
50925,1325,103,2026-01-30,1,1899.0
50926,1325,104,2026-03-14,1,1299.0
50927,1326,112,2025-04-27,1,2899.0
50928,1326,114,2025-11-15,1,1999.0
50929,1327,111,2025-04-11,2,6998.0
50930,1328,115,2025-04-24,2,4998.0
50931,1328,118,2025-05-21,3,2997.0
50932,1328,111,2025-12-15,1,3499.0
50933,1328,101,2026-03-01,1,4999.0
50934,1329,102,2025-04-24,1,2499.0
50935,1329,112,2025-05-12,2,5798.0
50936,1329,115,2025-09-16,3,7497.0
50937,1329,110,2026-03-25,1,1199.0
50938,1330,114,2025-04-19,1,1999.0
50939,1330,113,2026-03-29,1,1499.0
50940,1331,112,2025-04-13,2,5798.0
50941,1331,113,2025-05-05,1,1499.0
50942,1332,115,2025-04-20,2,4998.0
50943,1332,112,2026-04-22,2,5798.0
50944,1333,103,2025-04-25,3,5697.0
50945,1333,110,2025-07-16,1,1199.0
50946,1333,114,2025-09-14,1,1999.0
50947,1334,112,2025-04-13,1,2899.0
50948,1334,111,2025-05-23,1,3499.0
50949,1334,117,2025-07-24,1,899.0
50950,1334,102,2026-03-07,1,2499.0
50951,1335,108,2025-04-05,1,1999.0
50952,1335,104,2025-05-02,1,1299.0
50953,1335,115,2025-12-14,1,2499.0
50954,1336,113,2025-04-07,1,1499.0
50955,1336,105,2025-05-29,1,999.0
50956,1336,107,2025-06-02,1,1799.0
50957,1336,117,2025-07-22,1,899.0
50958,1337,116,2025-04-23,1,1299.0
50959,1337,104,2025-07-12,2,2598.0
50960,1338,112,2025-04-07,1,2899.0
50961,1338,110,2025-05-31,1,1199.0
50962,1338,114,2025-11-18,1,1999.0
50963,1338,108,2025-11-20,2,3998.0
50964,1338,105,2026-05-07,1,999.0
50965,1339,110,2025-04-27,1,1199.0
50966,1339,101,2026-03-14,1,4999.0
50967,1340,118,2025-04-17,2,1998.0
50968,1340,117,2025-05-09,2,1798.0
50969,1340,102,2025-07-02,1,2499.0
50970,1340,105,2025-09-23,1,999.0
50971,1341,110,2025-04-07,1,1199.0
50972,1342,116,2025-04-10,2,2598.0
50973,1342,109,2025-06-02,2,4398.0
50974,1342,109,2026-02-08,1,2199.0
50975,1343,113,2025-04-12,2,2998.0
50976,1343,102,2026-04-12,2,4998.0
50977,1344,110,2025-04-20,2,2398.0
50978,1344,101,2025-05-01,1,4999.0
50979,1345,109,2025-04-03,1,2199.0
50980,1345,112,2025-05-07,1,2899.0
50981,1346,105,2025-06-01,1,999.0
50982,1347,117,2025-05-31,1,899.0
50983,1347,111,2025-06-17,1,3499.0
50984,1347,107,2025-07-25,1,1799.0
50985,1347,112,2025-07-26,1,2899.0
50986,1347,114,2025-08-04,1,1999.0
50987,1347,112,2025-10-27,1,2899.0
50988,1347,110,2025-11-27,2,2398.0
50989,1347,104,2026-01-08,1,1299.0
50990,1348,114,2025-05-28,3,5997.0
50991,1348,111,2025-07-24,1,3499.0
50992,1348,117,2025-10-05,1,899.0
50993,1348,112,2026-05-23,2,5798.0
50994,1349,106,2025-05-12,3,17997.0
50995,1349,113,2025-07-27,1,1499.0
50996,1349,107,2025-08-18,1,1799.0
50997,1349,104,2026-02-14,2,2598.0
50998,1350,110,2025-05-18,1,1199.0
50999,1350,108,2026-02-11,1,1999.0
51000,1351,112,2025-05-31,1,2899.0
51001,1351,114,2025-07-17,1,1999.0
51002,1352,111,2025-06-02,1,3499.0
51003,1352,104,2025-08-01,1,1299.0
51004,1353,116,2025-05-27,2,2598.0
51005,1353,112,2025-09-05,1,2899.0
51006,1354,103,2025-05-17,1,1899.0
51007,1354,117,2025-12-23,2,1798.0
51008,1355,107,2025-05-23,1,1799.0
51009,1355,108,2025-06-28,3,5997.0
51010,1355,117,2025-07-18,2,1798.0
51011,1356,118,2025-05-08,1,999.0
51012,1356,115,2025-06-27,1,2499.0
51013,1356,104,2025-09-23,1,1299.0
51014,1356,116,2025-12-31,1,1299.0
51015,1356,102,2026-02-04,1,2499.0
51016,1357,117,2025-05-04,2,1798.0
51017,1357,115,2025-06-12,2,4998.0
51018,1357,103,2025-07-08,1,1899.0
51019,1357,114,2025-08-19,1,1999.0
51020,1358,102,2025-05-21,1,2499.0
51021,1358,110,2025-11-25,1,1199.0
51022,1359,116,2025-05-22,1,1299.0
51023,1360,113,2025-05-26,1,1499.0
51024,1360,101,2025-09-23,1,4999.0
51025,1360,105,2026-02-12,2,1998.0
51026,1361,107,2025-05-15,1,1799.0
51027,1361,105,2026-01-30,1,999.0
51028,1361,110,2026-05-09,1,1199.0
51029,1362,116,2025-05-28,1,1299.0
51030,1362,114,2025-10-11,1,1999.0
51031,1362,101,2025-11-10,1,4999.0
51032,1362,104,2025-12-12,1,1299.0
51033,1363,108,2025-05-12,1,1999.0
51034,1363,105,2025-08-14,3,2997.0
51035,1363,108,2026-01-26,3,5997.0
51036,1364,104,2025-05-03,1,1299.0
51037,1364,110,2025-07-21,1,1199.0
51038,1364,112,2025-08-23,1,2899.0
51039,1365,117,2025-05-06,1,899.0
51040,1365,102,2025-07-10,1,2499.0
51041,1366,102,2025-05-10,1,2499.0
51042,1366,112,2025-06-01,2,5798.0
51043,1366,112,2025-06-05,1,2899.0
51044,1366,107,2026-04-19,3,5397.0
51045,1367,108,2025-05-03,1,1999.0
51046,1367,114,2025-06-23,2,3998.0
51047,1367,103,2026-04-28,2,3798.0
51048,1368,105,2025-05-09,2,1998.0
51049,1368,112,2025-08-12,1,2899.0
51050,1368,118,2025-12-14,1,999.0
51051,1369,111,2025-05-06,1,3499.0
51052,1369,105,2025-09-28,1,999.0
51053,1369,104,2025-10-13,2,2598.0
51054,1369,102,2026-01-13,1,2499.0
51055,1370,105,2025-05-18,2,1998.0
51056,1370,108,2025-06-06,1,1999.0
51057,1371,113,2025-05-12,1,1499.0
51058,1371,107,2026-02-26,1,1799.0
51059,1372,107,2025-05-10,1,1799.0
51060,1372,106,2025-06-01,3,17997.0
51061,1372,112,2025-11-03,1,2899.0
51062,1373,103,2025-05-30,2,3798.0
51063,1373,111,2025-06-02,1,3499.0
51064,1373,102,2025-07-29,1,2499.0
51065,1374,118,2025-05-25,1,999.0
51066,1375,111,2025-05-09,3,10497.0
51067,1375,115,2025-06-15,2,4998.0
51068,1376,113,2025-05-26,2,2998.0
51069,1376,112,2025-06-24,1,2899.0
51070,1376,103,2026-04-27,1,1899.0
51071,1377,110,2025-05-06,1,1199.0
51072,1378,112,2025-05-22,2,5798.0
51073,1379,106,2025-05-09,2,11998.0
51074,1379,117,2025-08-21,1,899.0
51075,1379,113,2025-09-30,1,1499.0
51076,1379,112,2026-05-10,1,2899.0
51077,1380,113,2025-05-05,2,2998.0
51078,1380,104,2025-06-25,2,2598.0
51079,1381,107,2025-05-10,1,1799.0
51080,1381,112,2026-03-30,2,5798.0
51081,1381,106,2026-04-01,1,5999.0
51082,1382,104,2025-05-29,1,1299.0
51083,1382,117,2026-05-30,2,1798.0
51084,1383,110,2025-05-13,1,1199.0
51085,1383,113,2025-06-21,1,1499.0
51086,1384,104,2025-05-17,1,1299.0
51087,1384,107,2025-07-11,1,1799.0
51088,1384,114,2025-08-01,1,1999.0
51089,1384,103,2025-08-14,1,1899.0
51090,1384,102,2025-09-25,1,2499.0
51091,1384,106,2025-11-23,1,5999.0
51092,1384,116,2026-03-24,1,1299.0
51093,1385,115,2025-05-15,1,2499.0
51094,1385,109,2025-06-21,1,2199.0
51095,1386,105,2025-05-18,1,999.0
51096,1386,109,2025-06-30,1,2199.0
51097,1386,112,2025-08-10,1,2899.0
51098,1386,114,2025-11-28,3,5997.0
51099,1386,117,2026-04-03,2,1798.0
51100,1387,115,2025-05-03,2,4998.0
51101,1387,104,2025-06-14,1,1299.0
51102,1387,106,2025-12-06,1,5999.0
51103,1387,118,2025-12-22,2,1998.0
51104,1387,104,2026-03-11,1,1299.0
51105,1388,105,2025-05-29,2,1998.0
51106,1388,112,2025-06-24,2,5798.0
51107,1388,106,2025-08-20,1,5999.0
51108,1388,107,2025-09-01,1,1799.0
51109,1388,107,2026-03-05,1,1799.0
51110,1389,110,2025-05-12,1,1199.0
51111,1389,106,2025-06-16,2,11998.0
51112,1389,117,2025-07-03,1,899.0
51113,1390,109,2025-05-03,1,2199.0
51114,1390,117,2025-07-26,1,899.0
51115,1391,103,2025-06-03,2,3798.0
51116,1391,116,2025-10-06,1,1299.0
51117,1391,118,2025-10-29,1,999.0
51118,1391,111,2025-11-17,1,3499.0
51119,1392,103,2025-06-03,1,1899.0
51120,1392,105,2025-06-06,2,1998.0
51121,1392,114,2026-03-23,2,3998.0
51122,1392,115,2026-04-11,2,4998.0
51123,1393,109,2025-05-24,1,2199.0
51124,1394,109,2025-05-05,1,2199.0
51125,1394,103,2025-10-16,1,1899.0
51126,1395,108,2025-05-17,1,1999.0
51127,1395,106,2025-06-21,1,5999.0
51128,1395,109,2025-09-15,3,6597.0
51129,1395,109,2026-03-21,2,4398.0
51130,1395,111,2026-04-16,1,3499.0
51131,1396,107,2025-05-12,2,3598.0
51132,1397,103,2025-05-14,1,1899.0
51133,1397,114,2025-08-08,1,1999.0
51134,1397,110,2025-09-01,1,1199.0
51135,1397,109,2025-09-05,1,2199.0
51136,1397,118,2025-10-11,1,999.0
51137,1397,101,2026-02-24,3,14997.0
51138,1397,112,2026-02-26,1,2899.0
51139,1398,101,2025-05-16,2,9998.0
51140,1398,116,2025-06-26,1,1299.0
51141,1398,103,2025-07-02,1,1899.0
51142,1398,118,2025-07-31,1,999.0
51143,1399,114,2025-05-12,2,3998.0
51144,1400,109,2025-05-05,1,2199.0
51145,1400,103,2025-06-25,1,1899.0
51146,1400,113,2026-02-16,2,2998.0
51147,1400,117,2026-03-01,3,2697.0
51148,1401,110,2025-05-17,1,1199.0
51149,1401,102,2025-06-04,1,2499.0
51150,1402,112,2025-05-24,1,2899.0
51151,1402,102,2025-06-15,2,4998.0
51152,1403,113,2025-05-25,1,1499.0
51153,1403,110,2025-06-29,3,3597.0
51154,1403,106,2025-07-01,1,5999.0
51155,1403,101,2025-07-16,1,4999.0
51156,1403,105,2025-12-14,1,999.0
51157,1404,110,2025-05-17,1,1199.0
51158,1404,111,2025-06-21,3,10497.0
51159,1404,106,2026-04-08,1,5999.0
51160,1405,107,2025-05-10,1,1799.0
51161,1405,108,2025-06-29,2,3998.0
51162,1405,116,2025-07-09,1,1299.0
51163,1406,118,2025-05-28,1,999.0
51164,1406,106,2025-06-26,1,5999.0
51165,1406,106,2025-11-17,1,5999.0
51166,1407,105,2025-05-17,2,1998.0
51167,1407,110,2025-06-11,1,1199.0
51168,1407,105,2025-08-01,1,999.0
51169,1407,117,2025-11-09,2,1798.0
51170,1407,116,2026-03-12,1,1299.0
51171,1407,105,2026-03-16,4,3996.0
51172,1408,115,2025-05-29,2,4998.0
51173,1408,110,2025-07-01,1,1199.0
51174,1409,101,2025-05-16,2,9998.0
51175,1409,105,2025-07-16,2,1998.0
51176,1410,117,2025-05-19,2,1798.0
51177,1410,116,2025-08-14,1,1299.0
51178,1411,112,2025-05-26,2,5798.0
51179,1411,108,2025-08-09,1,1999.0
51180,1412,112,2025-05-18,1,2899.0
51181,1413,103,2025-05-09,1,1899.0
51182,1413,105,2026-05-02,2,1998.0
51183,1414,109,2025-05-31,1,2199.0
51184,1414,102,2025-06-19,1,2499.0
51185,1414,106,2025-07-16,1,5999.0
51186,1414,108,2025-08-12,1,1999.0
51187,1414,102,2025-10-09,1,2499.0
51188,1415,104,2025-05-31,1,1299.0
51189,1415,101,2025-06-24,2,9998.0
51190,1415,107,2025-07-19,1,1799.0
51191,1415,111,2025-10-30,2,6998.0
51192,1416,102,2025-05-03,1,2499.0
51193,1416,117,2025-07-14,1,899.0
51194,1417,104,2025-05-11,1,1299.0
51195,1418,109,2025-05-21,1,2199.0
51196,1418,103,2025-08-25,1,1899.0
51197,1419,102,2025-05-16,1,2499.0
51198,1419,118,2025-06-28,1,999.0
51199,1419,112,2025-09-26,1,2899.0
51200,1419,111,2025-12-02,1,3499.0
51201,1420,118,2025-05-30,1,999.0
51202,1420,113,2025-08-19,1,1499.0
51203,1420,106,2025-11-07,1,5999.0
51204,1421,104,2025-06-01,2,2598.0
51205,1421,116,2025-06-10,1,1299.0
51206,1421,112,2025-12-05,2,5798.0
51207,1422,111,2025-05-30,1,3499.0
51208,1422,117,2025-06-30,1,899.0
51209,1422,108,2025-07-13,1,1999.0
51210,1423,103,2025-05-30,2,3798.0
51211,1423,106,2025-06-27,1,5999.0
51212,1424,104,2025-05-26,1,1299.0
51213,1424,101,2025-07-14,1,4999.0
51214,1424,111,2026-02-21,4,13996.0
51215,1424,105,2026-05-30,1,999.0
51216,1425,109,2025-05-29,1,2199.0
51217,1426,101,2025-05-09,1,4999.0
51218,1427,116,2025-05-08,1,1299.0
51219,1427,113,2025-07-23,2,2998.0
51220,1427,117,2026-05-28,1,899.0
51221,1428,107,2025-05-31,1,1799.0
51222,1428,117,2025-06-22,1,899.0
51223,1428,102,2025-07-30,1,2499.0
51224,1429,107,2025-05-27,1,1799.0
51225,1429,111,2025-07-09,1,3499.0
51226,1429,104,2025-08-28,1,1299.0
51227,1429,103,2026-01-06,2,3798.0
51228,1429,115,2026-01-11,1,2499.0
51229,1430,112,2025-05-04,3,8697.0
51230,1430,101,2025-06-16,1,4999.0
51231,1431,112,2025-05-27,2,5798.0
51232,1431,111,2025-10-06,1,3499.0
51233,1432,116,2025-06-19,1,1299.0
51234,1432,103,2025-07-29,2,3798.0
51235,1433,114,2025-06-01,1,1999.0
51236,1433,116,2026-02-28,2,2598.0
51237,1434,118,2025-06-11,1,999.0
51238,1434,105,2025-11-23,1,999.0
51239,1434,102,2026-05-14,2,4998.0
51240,1435,115,2025-06-24,2,4998.0
51241,1435,110,2025-07-29,1,1199.0
51242,1435,116,2025-09-18,1,1299.0
51243,1435,103,2026-02-16,1,1899.0
51244,1436,109,2025-06-05,1,2199.0
51245,1436,114,2025-07-03,2,3998.0
51246,1436,110,2025-11-18,2,2398.0
51247,1437,105,2025-06-18,2,1998.0
51248,1437,108,2025-11-02,1,1999.0
51249,1437,117,2025-12-26,1,899.0
51250,1438,117,2025-06-21,2,1798.0
51251,1438,104,2025-07-25,1,1299.0
51252,1438,114,2025-09-23,1,1999.0
51253,1438,107,2025-11-04,1,1799.0
51254,1438,102,2026-05-08,1,2499.0
51255,1439,103,2025-06-15,3,5697.0
51256,1439,103,2025-07-24,1,1899.0
51257,1439,106,2025-11-26,1,5999.0
51258,1439,116,2025-12-24,2,2598.0
51259,1439,114,2026-02-02,1,1999.0
51260,1439,115,2026-05-12,3,7497.0
51261,1440,118,2025-06-08,1,999.0
51262,1440,115,2025-08-13,1,2499.0
51263,1440,112,2025-10-03,1,2899.0
51264,1440,115,2025-11-18,2,4998.0
51265,1441,112,2025-06-15,1,2899.0
51266,1441,106,2026-02-14,1,5999.0
51267,1442,106,2025-06-26,1,5999.0
51268,1442,103,2026-03-08,1,1899.0
51269,1443,114,2025-06-14,1,1999.0
51270,1443,118,2025-08-27,2,1998.0
51271,1443,110,2025-09-09,1,1199.0
51272,1443,118,2026-01-28,1,999.0
51273,1444,114,2025-06-30,1,1999.0
51274,1444,102,2025-07-13,1,2499.0
51275,1444,102,2025-08-14,1,2499.0
